Date,Timestamp,Open,High,Low,Close,Volume
20241218,20:00:00,2604.465,2609.235,2582.264,2587.948,12.1270498103841
20241219,00:00:00,2587.948,2617.948,2587.784,2610.285,12.850489792283
20241219,04:00:00,2610.285,2622.435,2603.195,2616.355,10.8546848155875
20241219,08:00:00,2616.355,2626.325,2613.035,2616.584,13.4830897782958
20241219,12:00:00,2616.554,2616.554,2586.815,2588.315,28.8426995109585
20241219,16:00:00,2588.244,2600.925,2587.055,2596.645,22.3567795951967
20241219,20:00:00,2596.635,2600.225,2592.168,2593.385,3.74396993643313
20241220,00:00:00,2593.365,2603.825,2589.475,2598.345,13.8323017385046
20241220,04:00:00,2598.355,2607.365,2596.335,2606.175,6.2961098835367
20241220,08:00:00,2606.155,2607.598,2599.904,2603.545,9.66601984083536
20241220,12:00:00,2603.485,2631.004,2599.715,2630.164,19.3775076517431
20241220,16:00:00,2630.185,2631.698,2622.035,2627.775,15.9852397277427
20241220,20:00:00,2627.745,2627.905,2619.065,2622.435,3.21049001056235
20241222,20:00:00,2623.698,2624.545,2621.224,2624.098,0.93142998838448
20241223,00:00:00,2624.245,2627.255,2617.285,2623.855,10.3600198265049
20241223,04:00:00,2623.704,2633.135,2623.645,2630.145,8.89026484096394
20241223,08:00:00,2630.055,2631.955,2612.908,2616.125,14.168612745314
20241223,12:00:00,2616.085,2619.795,2609.195,2609.605,19.2739796400147
20241223,16:00:00,2609.625,2616.394,2608.055,2610.848,13.0713397632353
20241223,20:00:00,2610.824,2616.975,2608.955,2615.348,2.57171996227407
20241224,00:00:00,2615.348,2619.755,2613.365,2618.685,8.21785986080067
20241224,04:00:00,2618.695,2621.205,2616.275,2618.298,6.5390298912389
20241224,08:00:00,2618.298,2619.655,2612.155,2614.875,7.75923486091233
20241224,12:00:00,2614.948,2617.065,2609.935,2611.625,12.1999097739026
20241224,16:00:00,2611.625,2619.245,2611.425,2616.348,6.33519986478495
20241225,20:00:00,2619.205,2619.825,2614.248,2618.205,0.662359990194091
20241226,00:00:00,2618.274,2628.915,2618.205,2626.658,8.39762985980997
20241226,04:00:00,2626.648,2629.498,2623.435,2625.198,6.11361990224395
20241226,08:00:00,2625.298,2629.808,2624.934,2627.738,4.4920199113767
20241226,12:00:00,2627.738,2638.975,2621.598,2636.304,13.4739897801774
20241226,16:00:00,2636.358,2636.585,2627.818,2634.765,9.42727982182987
20241226,20:00:00,2634.775,2636.205,2630.425,2632.478,3.25380994816078
20241227,00:00:00,2632.348,2635.348,2628.765,2633.685,9.08528984314762
20241227,04:00:00,2633.675,2638.105,2631.148,2633.435,6.71156988543589
20241227,08:00:00,2633.384,2633.384,2623.248,2628.495,9.15176983755009
20241227,12:00:00,2628.585,2631.395,2611.285,2617.945,18.2441466849123
20241227,16:00:00,2617.944,2621.234,2613.854,2620.554,7.81931985297706
20241227,20:00:00,2620.604,2621.598,2612.448,2621.348,2.25638999887451
20241229,20:00:00,2620.154,2625.998,2618.914,2623.748,0.749679992004531
20241230,00:00:00,2623.904,2627.985,2621.225,2626.358,6.45394992223009
20241230,04:00:00,2626.358,2626.358,2615.605,2616.535,7.2371199013578
20241230,08:00:00,2616.535,2618.425,2608.975,2616.125,10.7947598260071
20241230,12:00:00,2616.055,2622.425,2599.365,2601.375,24.8193596233468
20241230,16:00:00,2601.335,2608.225,2595.905,2607.085,20.6335998134455
20241230,20:00:00,2607.085,2609.365,2603.548,2606.548,4.46197993012902
20241231,00:00:00,2606.504,2611.375,2603.305,2604.418,6.97778988153732
20241231,04:00:00,2604.418,2613.965,2602.475,2613.555,6.03549989014573
20241231,08:00:00,2613.615,2617.595,2609.615,2610.825,7.44036987340951
20241231,12:00:00,2610.795,2626.475,2605.195,2625.614,14.8370597180183
20241231,16:00:00,2625.614,2627.364,2622.064,2623.665,9.90149982231378
20241231,20:00:00,2623.605,2624.835,2621.924,2624.255,1.63457997805381
20250101,20:00:00,2625.098,2626.005,2621.475,2623.555,0.768539987067925
20250102,00:00:00,2623.655,2636.298,2622.448,2633.448,8.83580987587629
20250102,04:00:00,2633.468,2636.284,2630.858,2635.848,7.0938099391642
20250102,08:00:00,2635.704,2646.098,2630.985,2641.665,12.0060898403754
20250102,12:00:00,2641.704,2655.715,2635.865,2653.948,19.35654666132
20250102,16:00:00,2653.904,2660.374,2649.794,2654.635,14.1707197810028
20250102,20:00:00,2654.564,2660.375,2653.985,2658.295,4.08945994087844
20250103,00:00:00,2658.275,2665.185,2656.025,2662.155,10.159729814819
20250103,04:00:00,2662.125,2664.195,2651.708,2654.045,8.81654984690249
20250103,08:00:00,2654.045,2659.155,2649.795,2657.425,12.3681897894567
20250103,12:00:00,2657.415,2658.225,2640.835,2643.755,21.7869796600316
20250103,16:00:00,2643.635,2647.085,2639,2639.248,9.57804982299785
20250103,20:00:00,2639.248,2640.555,2636.625,2639.898,1.69923897541048
20250105,20:00:00,2639.298,2642.235,2638.815,2640.848,1.07541998043598
20250106,00:00:00,2640.835,2647.275,2638.425,2640.065,8.02761984817334
20250106,04:00:00,2640.055,2640.605,2625.035,2626.705,9.59031981474254
20250106,08:00:00,2626.705,2649.305,2625.575,2645.425,11.5107497950739
20250106,12:00:00,2645.425,2648.668,2614.365,2634.195,22.0449296828156
20250106,16:00:00,2634.275,2641.148,2632.385,2634.168,16.6070897096288
20250106,20:00:00,2634.165,2636.935,2632.985,2634.465,4.64532992886961
20250107,00:00:00,2634.548,2641.105,2632.775,2639.378,5.53821991340374
20250107,04:00:00,2639.378,2646.515,2636.855,2640.348,7.85598986886907
20250107,08:00:00,2640.348,2648.478,2639.885,2648.255,10.4853798350814
20250107,12:00:00,2648.198,2664.098,2642.035,2647.585,21.4695196542161
20250107,16:00:00,2647.545,2655.848,2646.225,2649.055,9.86934978498175
20250107,20:00:00,2649.054,2651.285,2646.965,2649.555,3.96166993565566
20250108,00:00:00,2649.465,2651.375,2645.395,2646.615,8.91965983228874
20250108,04:00:00,2646.575,2654.255,2645.095,2652.448,6.76612986510736
20250108,08:00:00,2652.448,2654.995,2647.454,2650.595,10.7607398219698
20250108,12:00:00,2650.605,2667.648,2645.674,2665.698,22.781709627001
20250108,16:00:00,2665.698,2669.844,2649.114,2658.174,15.0498897522266
20250108,20:00:00,2658.145,2663.945,2658.145,2662.475,3.76999993625213
20250109,00:00:00,2662.475,2662.698,2656.155,2659.235,7.77356986822269
20250109,04:00:00,2659.235,2666.775,2655.305,2662.218,9.46030984599201
20250109,08:00:00,2662.164,2673.165,2660.268,2669.954,12.8594398282003
20250109,12:00:00,2669.954,2678.395,2667.004,2668.058,15.9288697548327
20250109,16:00:00,2668.058,2672.324,2662.548,2670.034,12.5178797681292
20250109,20:00:00,2669.994,2671.275,2668.325,2669.795,2.92300995555706
20250110,00:00:00,2669.865,2674.585,2668.728,2673.565,9.72078982654784
20250110,04:00:00,2673.568,2678.575,2671.385,2676.025,8.41154984860623
20250110,08:00:00,2676.025,2682.938,2675.585,2681.178,13.9623098191951
20250110,12:00:00,2681.034,2697.654,2663.205,2692.434,32.2311815321991
20250110,16:00:00,2692.404,2697.709,2684.348,2685.635,25.026229628842
20250110,20:00:00,2685.635,2693.648,2683.948,2689.755,3.30131001121481
20250112,20:00:00,2690.155,2690.868,2687.189,2690.868,1.14149998364155
20250113,00:00:00,2690.819,2693.245,2679.145,2687.865,13.3746597824938
20250113,04:00:00,2687.875,2691.235,2683.085,2684.929,9.36816984396137
20250113,08:00:00,2684.929,2689.459,2675.205,2675.648,17.6658597471978
20250113,12:00:00,2675.599,2676.868,2660.849,2661.478,22.4958596102515
20250113,16:00:00,2661.439,2667.875,2656.615,2658.795,16.8843296921987
20250113,20:00:00,2658.785,2669.215,2658.715,2667.675,4.76820992243302
20250114,00:00:00,2667.675,2672.105,2666.059,2669.625,9.70218982282677
20250114,04:00:00,2669.595,2675.155,2666.985,2669.005,8.0011448512596
20250114,08:00:00,2669.175,2674.255,2664.439,2669.025,10.9995298425783
20250114,12:00:00,2669.025,2674.148,2659.645,2671.478,19.5901496473816
20250114,16:00:00,2671.499,2676.075,2666.495,2674.088,15.0142397592717
20250114,20:00:00,2674.009,2679.198,2671.675,2675.415,5.11538991483394
20250115,00:00:00,2675.455,2676.075,2669.315,2675.935,8.39048986557464
20250115,04:00:00,2675.915,2684.005,2673.945,2681.175,6.56001985631883
20250115,08:00:00,2681.175,2688.925,2681.045,2686.725,11.9615897531039
20250115,12:00:00,2686.705,2695.925,2676.439,2678.255,25.3985345788387
20250115,16:00:00,2678.255,2695.048,2676.765,2693.998,14.2541697794295
20250115,20:00:00,2693.899,2697.448,2693.129,2694.625,3.0371499671528
20250116,00:00:00,2694.625,2702.008,2692.648,2696.955,11.0251698414068
20250116,04:00:00,2696.929,2699.815,2689.725,2698.028,7.53579986450495
20250116,08:00:00,2698.178,2711.045,2696.895,2706.195,12.0582598024921
20250116,12:00:00,2706.129,2719.445,2699.969,2716.719,25.6767496066968
20250116,16:00:00,2716.738,2724.565,2714.498,2715.115,18.160179714032
20250116,20:00:00,2715.105,2716.965,2712.195,2714.448,4.15136994684872
20250117,00:00:00,2714.355,2717.375,2709.725,2715.275,7.32125992204237
20250117,04:00:00,2715.275,2716.385,2708.525,2710.395,10.1917598140863
20250117,08:00:00,2710.465,2712.725,2702.669,2707.889,11.0894798590889
20250117,12:00:00,2707.885,2715.005,2702.555,2714.155,17.1068496735097
20250117,16:00:00,2714.275,2717.185,2702.685,2703.035,11.0624797769851
20250117,20:00:00,2703.015,2704.035,2698.445,2702.645,2.69628999508859
20250119,20:00:00,2701.105,2702.765,2690.875,2696.245,1.83284998312593
20250120,00:00:00,2696.185,2703.835,2689.308,2703.345,8.82619983308541
20250120,04:00:00,2703.345,2713.655,2702.025,2703.435,7.9694498452518
20250120,08:00:00,2703.435,2712.445,2702.739,2708.165,7.25647985006435
20250120,12:00:00,2708.145,2711.835,2701.498,2706.795,12.0847697594145
20250120,16:00:00,2706.705,2710.955,2703.185,2707.248,5.06342989682162
20250120,20:00:00,2706.055,2711.065,2705.855,2710.205,0.806009981795796
20250121,00:00:00,2710.179,2726.785,2702.745,2724.265,14.0902897129272
20250121,04:00:00,2724.275,2732.725,2722.465,2729.575,11.240699776652
20250121,08:00:00,2729.535,2729.535,2716.345,2723.885,13.8596097528789
20250121,12:00:00,2723.865,2740.285,2721.665,2738.645,10.4838997680345
20250121,16:00:00,2738.615,2745.848,2737.595,2742.605,4.99078991757415
20250121,20:00:00,2742.565,2745.725,2739.875,2744.058,3.10591994157585
20250122,00:00:00,2744.058,2750.865,2742.455,2750.188,8.43869982905744
20250122,04:00:00,2750.188,2758.475,2745.425,2748.265,12.3914997653192
20250122,08:00:00,2748.265,2763.205,2746.635,2756.208,7.12263987219194
20250122,12:00:00,2756.208,2761.648,2750.148,2759.235,12.9995697139821
20250122,16:00:00,2759.265,2760.175,2754.765,2755.165,5.47070986736799
20250122,20:00:00,2755.135,2756.935,2753.548,2755.188,2.77255994893494
20250123,00:00:00,2755.098,2756.088,2749.385,2749.875,11.0204197942876
20250123,04:00:00,2749.845,2755.398,2749.675,2752.645,10.7429097996501
20250123,08:00:00,2752.705,2754.685,2740.898,2751.668,10.0795797813407
20250123,12:00:00,2751.678,2753.205,2735.665,2746.225,16.2445496462169
20250123,16:00:00,2746.218,2758.655,2744.015,2753.945,14.2066397234012
20250123,20:00:00,2753.975,2755.395,2751.078,2754.365,4.58831992423802
20250124,00:00:00,2754.375,2777.215,2754.075,2772.245,11.1431097640016
20250124,04:00:00,2772.238,2778.115,2770.365,2772.425,11.6074197576818
20250124,08:00:00,2772.465,2779.955,2769.885,2776.495,7.45994984675781
20250124,12:00:00,2776.515,2785.825,2773.595,2775.715,18.0283496331685
20250124,16:00:00,2775.708,2777.405,2769.708,2774.525,12.4934197429684
20250124,20:00:00,2774.555,2774.685,2769.805,2769.805,2.10918998169655
20250126,20:00:00,2770.305,2770.405,2764.455,2767.285,1.69534996956645
20250127,00:00:00,2767.278,2772.415,2753.618,2760.905,13.5128197461891
20250127,04:00:00,2760.915,2760.915,2747.065,2749.285,11.3150997686462
20250127,08:00:00,2749.235,2771.855,2749.155,2771.205,9.30897979772999
20250127,12:00:00,2771.225,2771.575,2739.285,2741.925,13.0236297323281
20250127,16:00:00,2741.875,2743.045,2730.529,2739.185,6.06434985975648
20250127,20:00:00,2739.205,2745.048,2737.935,2741.615,3.85482992713514
20250128,00:00:00,2741.615,2745.065,2737.675,2738.615,9.16029981651809
20250128,04:00:00,2738.608,2744.755,2738.155,2738.785,8.96307983843144
20250128,08:00:00,2738.865,2744.975,2734.738,2742.585,10.6391198181664
20250128,12:00:00,2742.555,2757.125,2740.995,2755.148,8.41636982455384
20250128,16:00:00,2755.148,2764.875,2755.045,2764.735,9.39012984363944
20250128,20:00:00,2764.635,2764.875,2761.855,2762.545,5.92153992157546
20250129,00:00:00,2762.575,2765.985,2762.105,2762.545,8.01302984765789
20250129,04:00:00,2762.538,2764.205,2757.275,2759.025,4.48662989560398
20250129,08:00:00,2759.015,2765.928,2756.848,2758.935,14.8288897253806
20250129,12:00:00,2758.925,2760.925,2748,2754.015,14.6592796908226
20250129,16:00:00,2754.025,2757.488,2745,2754.945,18.5414536314893
20250129,20:00:00,2754.905,2760.415,2752.425,2760.035,6.94716989291192
20250130,00:00:00,2760.035,2762.405,2758.785,2761.565,9.10267483955249
20250130,04:00:00,2761.585,2769.308,2758.475,2768.925,10.0737898035732
20250130,08:00:00,2768.955,2779.415,2768.265,2777.625,13.3666097371388
20250130,12:00:00,2777.625,2796.685,2776.025,2795.335,20.7632396119297
20250130,16:00:00,2795.355,2798.305,2788.435,2793.265,13.7920898177254
20250130,20:00:00,2793.265,2798.135,2789.405,2795.965,6.27440990626928
20250131,00:00:00,2795.948,2799.375,2794.265,2796.195,10.1452597932657
20250131,04:00:00,2796.185,2800.645,2791.905,2798.075,11.0624597804126
20250131,08:00:00,2798.055,2800.535,2790.895,2799.985,8.76773983506428
20250131,12:00:00,2799.905,2816.935,2799.485,2808.935,18.324499641938
20250131,16:00:00,2809.085,2816.088,2794.818,2795.905,20.4168496346101
20250131,20:00:00,2795.955,2802.295,2793.965,2798.085,5.6725799987762
20250202,20:00:00,2793.987,2803.148,2782.548,2792.545,2.3127399662917
20250203,00:00:00,2792.108,2795.598,2771.885,2774.225,15.7116117136393
20250203,04:00:00,2774.195,2789.645,2773.935,2789.155,11.778544784087
20250203,08:00:00,2789.155,2804.135,2786.755,2801.048,13.7724497409508
20250203,12:00:00,2801.048,2830.305,2800.208,2817.215,20.9051096124458
20250203,16:00:00,2817.215,2824.985,2812.828,2818.668,8.21238985884702
20250203,20:00:00,2818.095,2819.295,2810.978,2813.548,4.78012997595943
20250204,00:00:00,2813.525,2824.445,2812.305,2821.225,8.42848984611919
20250204,04:00:00,2821.235,2821.315,2806.925,2812.535,11.2881597888772
20250204,08:00:00,2812.595,2821.675,2809.918,2815.275,12.5976197631826
20250204,12:00:00,2815.295,2845.335,2814.275,2835.705,16.6084396421502
20250204,16:00:00,2835.685,2844.875,2832.405,2842.915,7.65000982183847
20250204,20:00:00,2842.915,2844.648,2840.148,2841.035,3.23398994894524
20250205,00:00:00,2841.095,2854.205,2839.335,2852.135,8.61332981522719
20250205,04:00:00,2852.085,2864.075,2851.655,2863.985,6.57699986123771
20250205,08:00:00,2863.945,2876.905,2863.405,2868.335,10.9170997794281
20250205,12:00:00,2868.355,2882.215,2858.315,2879.975,11.3318698410294
20250205,16:00:00,2879.958,2880.985,2862.565,2863.345,8.36833988006401
20250205,20:00:00,2863.375,2870.775,2859.805,2868.985,2.76211994430923
20250206,00:00:00,2868.985,2873.085,2863.448,2869.165,10.4003398101486
20250206,04:00:00,2869.185,2872.145,2854.745,2855.465,7.74275984740234
20250206,08:00:00,2855.465,2867.265,2848.535,2865.785,9.13141981020453
20250206,12:00:00,2865.805,2870.045,2833.955,2850.465,16.2765696619354
20250206,16:00:00,2850.475,2854.655,2847.985,2853.755,6.83709983625158
20250206,20:00:00,2853.725,2858.555,2853.495,2857.835,2.80456994491396
20250207,00:00:00,2857.845,2870.395,2857.415,2867.025,4.81907988984312
20250207,04:00:00,2867.025,2869.385,2858.845,2864.015,6.04289987914672
20250207,08:00:00,2864.075,2870.505,2863.035,2867.525,9.11250980410841
20250207,12:00:00,2867.535,2886.605,2852.085,2880.135,15.7972366861559
20250207,16:00:00,2880.235,2881.335,2853.135,2859.865,10.4646997991804
20250207,20:00:00,2859.925,2863.685,2859.185,2860.135,3.52993999536557
20250209,20:00:00,2858.065,2870.305,2854.448,2867.198,0.977689978550188
20250210,00:00:00,2867.198,2876.365,2865.558,2875.355,9.41010979614657
20250210,04:00:00,2875.375,2896.465,2874.175,2895.395,8.21536982807447
20250210,08:00:00,2895.395,2906.135,2892.085,2904.405,10.3233787765384
20250210,12:00:00,2904.375,2911.655,2896.205,2908.855,16.6109916752321
20250210,16:00:00,2908.905,2910.095,2896.315,2904.185,8.87803983887716
20250210,20:00:00,2904.165,2921.455,2902.675,2917.655,5.51697991918627
20250211,00:00:00,2917.685,2942.665,2905.015,2919.318,11.7839707862659
20250211,04:00:00,2919.325,2929.275,2907.095,2913.275,9.83485980631667
20250211,08:00:00,2913.245,2914.988,2901.715,2903.775,7.31966981928781
20250211,12:00:00,2903.765,2906.435,2881.635,2904.595,17.691649646993
20250211,16:00:00,2904.605,2908.475,2899.455,2900.125,7.71259983004711
20250211,20:00:00,2900.125,2900.585,2893.855,2898.375,3.85786993068177
20250212,00:00:00,2898.375,2898.765,2883.345,2888.855,7.68393985106377
20250212,04:00:00,2888.765,2895.705,2883.505,2892.655,7.36224983970169
20250212,08:00:00,2892.715,2893.915,2879.098,2879.359,9.11513981463213
20250212,12:00:00,2879.515,2897.805,2863.685,2894.505,15.0267196930508
20250212,16:00:00,2894.505,2909.035,2891.935,2897.675,7.40566384877093
20250212,20:00:00,2897.695,2906.398,2895.305,2905.498,4.35624994756654
20250213,00:00:00,2905.498,2917.855,2901.188,2916.285,6.05299987480248
20250213,04:00:00,2916.275,2922.575,2912.348,2914.385,8.12334983850451
20250213,08:00:00,2914.315,2919.225,2909.305,2917.725,8.75281982383603
20250213,12:00:00,2917.785,2921.105,2905.548,2920.105,10.4690497526026
20250213,16:00:00,2920.095,2927.305,2912.885,2926.745,7.20193983821082
20250213,20:00:00,2926.715,2932.215,2924.665,2930.935,4.49170993211737
20250214,00:00:00,2930.935,2933.705,2922.915,2924.175,7.58039985536016
20250214,04:00:00,2924.169,2936.635,2923.615,2931.645,7.14610986782645
20250214,08:00:00,2931.665,2939.935,2929.125,2930.955,10.2508117911166
20250214,12:00:00,2930.915,2933.145,2892.795,2901.805,15.6413056486608
20250214,16:00:00,2901.675,2903.645,2878.595,2880.435,9.45865979963128
20250214,20:00:00,2880.435,2886.125,2876.805,2882.085,4.09837000288826
20250216,20:00:00,2881.745,2893.405,2878.015,2879.075,1.49299996955961
20250217,00:00:00,2879.095,2904.465,2879.095,2903.275,6.12252986448584
20250217,04:00:00,2903.265,2905.075,2888.155,2902.315,6.38363986064724
20250217,08:00:00,2902.405,2906.215,2894.985,2900.825,10.3771397852761
20250217,12:00:00,2900.795,2903.945,2895.328,2899.105,7.74016982631292
20250217,16:00:00,2899.085,2901.038,2896.355,2898.275,2.78262993897079
20250217,20:00:00,2898.545,2899.285,2896.895,2899.175,0.380949995218543
20250218,00:00:00,2899.135,2910.675,2891.775,2908.755,5.91694987787923
20250218,04:00:00,2908.735,2915.535,2907.045,2911.405,4.30917990046146
20250218,08:00:00,2911.395,2914.645,2906.915,2914.045,6.77858984688646
20250218,12:00:00,2914.045,2929.525,2911.965,2926.885,19.3503196177626
20250218,16:00:00,2926.885,2936.825,2923.955,2935.575,12.4477997901995
20250218,20:00:00,2935.575,2936.575,2932.255,2933.778,4.75388993389788
20250219,00:00:00,2933.778,2939.465,2924,2928.685,5.19549488761913
20250219,04:00:00,2928.645,2935.655,2926.305,2934.045,6.78572991123656
20250219,08:00:00,2933.995,2946.865,2933.515,2934.785,9.83800978855288
20250219,12:00:00,2934.779,2941.515,2925.395,2925.615,14.8954897402873
20250219,16:00:00,2925.555,2932.175,2918.365,2931.675,10.5867997999012
20250219,20:00:00,2931.695,2937.268,2931.165,2935.085,4.07928993699898
20250220,00:00:00,2935.125,2943.815,2933.615,2941.735,5.60430988000007
20250220,04:00:00,2941.715,2954.125,2939.125,2948.805,5.74933987797704
20250220,08:00:00,2948.825,2954.755,2947.015,2948.538,5.45574991610192
20250220,12:00:00,2948.538,2950.635,2923.945,2938.445,11.5284397608666
20250220,16:00:00,2938.435,2946.885,2933.165,2937.735,6.86614985701453
20250220,20:00:00,2937.755,2943.235,2935.355,2941.205,3.60897995348205
20250221,00:00:00,2941.255,2949.545,2926.238,2930.965,7.93402984733984
20250221,04:00:00,2930.925,2933.815,2923.955,2929.885,6.11722987586836
20250221,08:00:00,2929.885,2935.935,2916.615,2928.195,6.57867986601195
20250221,12:00:00,2928.185,2938.815,2921.355,2928.485,13.8161097333032
20250221,16:00:00,2928.485,2942.625,2927.165,2933.205,11.0401897756965
20250221,20:00:00,2933.185,2938.025,2931.935,2934.955,2.4307099825528
20250223,20:00:00,2934.815,2940.068,2933.198,2936.635,1.03292998010875
20250224,00:00:00,2936.485,2944.575,2921.055,2940.935,9.80007979318907
20250224,04:00:00,2940.975,2944.795,2935.115,2943.705,5.71558987915341
20250224,08:00:00,2943.795,2948.665,2934.735,2947.615,8.07556983048562
20250224,12:00:00,2947.585,2956.035,2930.585,2936.375,18.6341196224967
20250224,16:00:00,2936.355,2949.685,2936.345,2948.995,14.19878973304
20250224,20:00:00,2948.995,2953.348,2946.805,2949.795,4.90203993466275
20250225,00:00:00,2949.745,2952.405,2937.178,2939.315,7.2600298533871
20250225,04:00:00,2939.295,2940.855,2930.575,2931.555,7.39442485145628
20250225,08:00:00,2931.585,2942.285,2929.365,2938.475,8.18233986717678
20250225,12:00:00,2938.535,2944.648,2900.475,2905.775,21.1867996073343
20250225,16:00:00,2905.725,2913.665,2888.085,2911.915,12.8846997270011
20250225,20:00:00,2911.895,2918.805,2910.655,2918.405,4.1861199324776
20250226,00:00:00,2918.485,2929.995,2914.588,2916.985,5.81568986768252
20250226,04:00:00,2916.985,2920.865,2905.595,2915.275,6.34523986902059
20250226,08:00:00,2915.275,2918.865,2909.345,2913.635,9.05993983334338
20250226,12:00:00,2913.635,2915.375,2890.588,2913.095,14.1325097252993
20250226,16:00:00,2913.095,2916.605,2909.805,2913.795,10.5373597815342
20250226,20:00:00,2913.795,2920.615,2911.875,2918.995,3.98837994187488
20250227,00:00:00,2918.975,2918.975,2904.125,2905.455,6.21699986350359
20250227,04:00:00,2905.545,2906.205,2887.855,2891.865,9.47911979526907
20250227,08:00:00,2891.725,2894.845,2876.715,2883.935,13.9153097521485
20250227,12:00:00,2883.875,2892.175,2867.565,2872.088,17.3473147228597
20250227,16:00:00,2871.928,2887.508,2871.478,2879.025,8.47887992871983
20250227,20:00:00,2879.035,2879.165,2871.125,2875.815,4.72510992563912
20250228,00:00:00,2875.825,2884.925,2863.428,2865.565,8.67777985506109
20250228,04:00:00,2865.545,2866.885,2856.785,2858.535,6.63695986600214
20250228,08:00:00,2858.515,2864.745,2850.788,2861.995,8.5897198585044
20250228,12:00:00,2861.975,2864.725,2832.455,2849.915,21.8378976814092
20250228,16:00:00,2850.015,2853.795,2838,2849.455,10.6634307940094
20250228,20:00:00,2849.415,2859.525,2847.495,2856.998,3.95900001646078
20250302,20:00:00,2855.205,2876.905,2855.075,2870.608,2.48460395291841
20250303,00:00:00,2870.608,2871.848,2859.055,2864.655,6.65699985178435
20250303,04:00:00,2864.648,2868.345,2859.935,2863.165,6.08248987660045
20250303,08:00:00,2863.205,2875.275,2858.735,2874.225,9.62535491264862
20250303,12:00:00,2874.175,2890.215,2868.465,2887.675,10.7282997659786
20250303,16:00:00,2887.785,2892.935,2879.355,2881.365,8.40346982557094
20250303,20:00:00,2881.355,2894.985,2878.115,2890.625,5.42288991619716
